日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2003/4/15,'600028,中国石化,3.91,4.04,3.89,3.98,3.98,-0.07,-1.7588,4.0359,113006255,446220530,2.73E+11,10948000000.00 
2003/4/14,'600028,中国石化,3.98,4.02,3.88,3.9,3.89,0.09,2.3136,5.1282,143588799,568138444,2.78E+11,11144000000.00 
2003/4/11,'600028,中国石化,3.89,3.93,3.76,3.79,3.79,0.1,2.6385,4.2136,117980477,456255646,2.72E+11,10892000000.00 
2003/4/10,'600028,中国石化,3.79,3.95,3.77,3.83,3.81,-0.02,-0.5249,4.418,123704871,478100731,2.65E+11,10612000000.00 
2003/4/9,'600028,中国石化,3.81,3.86,3.69,3.73,3.73,0.08,2.1448,3.4599,96877878,365666540,2.66E+11,10668000000.00 
2003/4/8,'600028,中国石化,3.73,3.75,3.63,3.66,3.66,0.07,1.9126,1.9444,54443824,202005014,2.61E+11,10444000000.00 
2003/4/7,'600028,中国石化,3.66,3.72,3.63,3.63,3.62,0.04,1.105,1.7679,49500536,182566141,2.56E+11,10248000000.00 
2003/4/4,'600028,中国石化,3.62,3.64,3.58,3.59,3.6,0.02,0.5556,0.6391,17894088,64794023,2.53E+11,10136000000.00 
2003/4/3,'600028,中国石化,3.6,3.67,3.6,3.67,3.67,-0.07,-1.9074,0.7978,22338566,80882228,2.52E+11,10080000000.00 
2003/4/2,'600028,中国石化,3.67,3.69,3.64,3.66,3.66,0.01,0.2732,0.8434,23614397,86475170,2.57E+11,10276000000.00 
2003/4/1,'600028,中国石化,3.66,3.71,3.58,3.61,3.6,0.06,1.6667,2.3928,66999002,245452074,2.56E+11,10248000000.00 
2003/3/31,'600028,中国石化,3.6,3.64,3.55,3.57,3.53,0.07,1.983,1.5504,43411457,156427585,2.52E+11,10080000000.00 
2003/3/28,'600028,中国石化,3.53,3.62,3.52,3.53,3.57,-0.04,-1.1204,1.7427,48795289,174464784,2.47E+11,9884000000.00 
2003/3/27,'600028,中国石化,3.57,3.75,3.4,3.41,3.41,0.16,4.6921,2.5853,72387845,257670713,2.50E+11,9996000000.00 
2003/3/26,'600028,中国石化,3.41,3.43,3.4,3.41,3.41,0,0,0.3381,9466981,32303219,2.38E+11,9548000000.00 
2003/3/25,'600028,中国石化,3.41,3.47,3.4,3.44,3.43,-0.02,-0.5831,0.3192,8937853,30626151,2.38E+11,9548000000.00 
2003/3/24,'600028,中国石化,3.43,3.45,3.42,3.43,3.43,0,0,0.2014,5639801,19390156,2.40E+11,9604000000.00 
2003/3/21,'600028,中国石化,3.43,3.45,3.4,3.45,3.45,-0.02,-0.5797,0.4657,13039035,44720398,2.40E+11,9604000000.00 
2003/3/20,'600028,中国石化,3.45,3.56,3.44,3.5,3.5,-0.05,-1.4286,1.519,42530882,149448818,2.41E+11,9660000000.00 
2003/3/19,'600028,中国石化,3.5,3.55,3.41,3.43,3.43,0.07,2.0408,0.9118,25531678,89108154,2.45E+11,9800000000.00 
2003/3/18,'600028,中国石化,3.43,3.5,3.43,3.48,3.48,-0.05,-1.4368,0.465,13020930,45180845,2.40E+11,9604000000.00 
2003/3/17,'600028,中国石化,3.48,3.48,3.39,3.39,3.39,0.09,2.6549,0.6588,18446388,63356742,2.43E+11,9744000000.00 
2003/3/14,'600028,中国石化,3.39,3.42,3.38,3.41,3.4,-0.01,-0.2941,0.2896,8108330,27588468,2.37E+11,9492000000.00 
2003/3/13,'600028,中国石化,3.4,3.46,3.39,3.45,3.45,-0.05,-1.4493,0.7058,19763727,67623485,2.38E+11,9520000000.00 
2003/3/12,'600028,中国石化,3.45,3.45,3.4,3.41,3.42,0.03,0.8772,0.3644,10203940,34989263,2.41E+11,9660000000.00 
2003/3/11,'600028,中国石化,3.42,3.43,3.39,3.39,3.4,0.02,0.5882,0.505,14140284,48199234,2.39E+11,9576000000.00 
2003/3/10,'600028,中国石化,3.4,3.45,3.39,3.43,3.43,-0.03,-0.8746,0.4855,13593787,46445487,2.38E+11,9520000000.00 
2003/3/7,'600028,中国石化,3.43,3.46,3.4,3.42,3.44,-0.01,-0.2907,0.7131,19966200,68455397,2.40E+11,9604000000.00 
2003/3/6,'600028,中国石化,3.44,3.49,3.42,3.46,3.46,-0.02,-0.578,0.8271,23159126,80028942,2.41E+11,9632000000.00 
2003/3/5,'600028,中国石化,3.46,3.5,3.45,3.49,3.49,-0.03,-0.8596,0.5004,14012147,48523446,2.42E+11,9688000000.00 
2003/3/4,'600028,中国石化,3.49,3.55,3.47,3.54,3.54,-0.05,-1.4124,0.645,18060063,63145507,2.44E+11,9772000000.00 
2003/3/3,'600028,中国石化,3.54,3.56,3.51,3.52,3.53,0.01,0.2833,0.5445,15246282,53878804,2.48E+11,9912000000.00 
2003/2/28,'600028,中国石化,3.53,3.54,3.5,3.53,3.53,0,0,0.5377,15056575,52912960,2.47E+11,9884000000.00 
2003/2/27,'600028,中国石化,3.53,3.57,3.5,3.51,3.5,0.03,0.8571,1.0997,30791419,108780842,2.47E+11,9884000000.00 
2003/2/26,'600028,中国石化,3.5,3.52,3.48,3.5,3.49,0.01,0.2865,0.5241,14674283,51354225,2.45E+11,9800000000.00 
2003/2/25,'600028,中国石化,3.49,3.54,3.4,3.4,3.42,0.07,2.0468,1.0762,30133916,105183026,2.44E+11,9772000000.00 
2003/2/24,'600028,中国石化,3.42,3.46,3.38,3.39,3.39,0.03,0.885,0.3865,10821836,37093403,2.39E+11,9576000000.00 
2003/2/21,'600028,中国石化,3.39,3.46,3.38,3.46,3.46,-0.07,-2.0231,0.6671,18677809,63662478,2.37E+11,9492000000.00 
2003/2/20,'600028,中国石化,3.46,3.49,3.44,3.46,3.45,0.01,0.2899,0.6407,17940022,62212109,2.42E+11,9688000000.00 
2003/2/19,'600028,中国石化,3.45,3.45,3.38,3.39,3.4,0.05,1.4706,0.4632,12969698,44399728,2.41E+11,9660000000.00 
2003/2/18,'600028,中国石化,3.4,3.43,3.38,3.41,3.42,-0.02,-0.5848,0.5188,14527374,49383184,2.38E+11,9520000000.00 
2003/2/17,'600028,中国石化,3.42,3.5,3.4,3.48,3.5,-0.08,-2.2857,0.6928,19398578,66673075,2.39E+11,9576000000.00 
2003/2/14,'600028,中国石化,3.5,3.53,3.45,3.48,3.48,0.02,0.5747,0.7408,20743609,72436918,2.45E+11,9800000000.00 
2003/2/13,'600028,中国石化,3.48,3.53,3.46,3.51,3.51,-0.03,-0.8547,0.7432,20810072,72584390,2.43E+11,9744000000.00 
2003/2/12,'600028,中国石化,3.51,3.53,3.46,3.48,3.48,0.03,0.8621,0.5346,14969553,52318920,2.45E+11,9828000000.00 
2003/2/11,'600028,中国石化,3.48,3.5,3.43,3.49,3.49,-0.01,-0.2865,0.6239,17469664,60449251,2.43E+11,9744000000.00 
2003/2/10,'600028,中国石化,3.49,3.59,3.48,3.52,3.5,-0.01,-0.2857,1.2589,35247926,124402720,2.44E+11,9772000000.00 
2003/1/29,'600028,中国石化,3.5,3.53,3.49,3.51,3.5,0,0,0.9823,27503268,96541456,2.45E+11,9800000000.00 
2003/1/28,'600028,中国石化,3.5,3.52,3.46,3.51,3.51,-0.01,-0.2849,0.8271,23158245,80858818,2.45E+11,9800000000.00 
2003/1/27,'600028,中国石化,3.51,3.53,3.47,3.5,3.51,0,0,1.4326,40112550,140637522,2.45E+11,9828000000.00 
2003/1/24,'600028,中国石化,3.51,3.61,3.35,3.36,3.36,0.15,4.4643,3.3529,93882504,326564092,2.45E+11,9828000000.00 
2003/1/23,'600028,中国石化,3.36,3.4,3.35,3.37,3.38,-0.02,-0.5917,0.6784,18996205,63965693,2.35E+11,9408000000.00 
2003/1/22,'600028,中国石化,3.38,3.45,3.29,3.3,3.32,0.06,1.8072,2.1005,58813816,199983625,2.36E+11,9464000000.00 
2003/1/21,'600028,中国石化,3.32,3.44,3.32,3.42,3.4,-0.08,-2.3529,1.0606,29696298,100291455,2.32E+11,9296000000.00 
2003/1/20,'600028,中国石化,3.4,3.41,3.34,3.4,3.39,0.01,0.295,0.8447,23651007,79958847,2.38E+11,9520000000.00 
2003/1/17,'600028,中国石化,3.39,3.42,3.35,3.35,3.35,0.04,1.194,2.1116,59125606,200234891,2.37E+11,9492000000.00 
2003/1/16,'600028,中国石化,3.35,3.43,3.28,3.33,3.33,0.02,0.6006,2.359,66053211,221796048,2.34E+11,9380000000.00 
2003/1/15,'600028,中国石化,3.33,3.58,3.29,3.48,3.39,-0.06,-1.7699,6.5408,183141477,629264212,2.33E+11,9324000000.00 
2003/1/14,'600028,中国石化,3.39,3.39,3.07,3.08,3.08,0.31,10.0649,6.6771,186958111,627850401,2.37E+11,9492000000.00 
2003/1/13,'600028,中国石化,3.08,3.1,3.07,3.1,3.09,-0.01,-0.3236,0.2259,6324273,19493832,2.15E+11,8624000000.00 
2003/1/10,'600028,中国石化,3.09,3.16,3.09,3.13,3.13,-0.04,-1.278,0.6402,17924714,56212102,2.16E+11,8652000000.00 
2003/1/9,'600028,中国石化,3.13,3.18,3.06,3.1,3.1,0.03,0.9677,0.6818,19089481,59596828,2.19E+11,8764000000.00 
2003/1/8,'600028,中国石化,3.1,3.12,2.98,2.98,2.98,0.12,4.0268,0.5085,14239379,43704664,2.17E+11,8680000000.00 
2003/1/7,'600028,中国石化,2.98,3.01,2.97,3,3,-0.02,-0.6667,0.114,3192474,9552175,2.08E+11,8344000000.00 
2003/1/6,'600028,中国石化,3,3.01,2.94,2.95,2.96,0.04,1.3514,0.1742,4878182,14549818,2.10E+11,8400000000.00 
2003/1/3,'600028,中国石化,2.96,2.96,2.93,2.94,2.94,0.02,0.6803,0.2714,7598367,22365312,2.07E+11,8288000000.00 
2003/1/2,'600028,中国石化,2.94,3.02,2.93,3.01,3.01,-0.07,-2.3256,0.4161,11649900,34717148,2.06E+11,8232000000.00 
2002/12/31,'600028,中国石化,3.01,3.06,3,3.03,3.04,-0.03,-0.9868,0.3181,8907213,27032414,2.10E+11,8428000000.00 
2002/12/30,'600028,中国石化,3.04,3.09,3,3.09,3.09,-0.05,-1.6181,0.3849,10775999,32603747,2.13E+11,8512000000.00 
2002/12/27,'600028,中国石化,3.09,3.11,3.07,3.1,3.11,-0.02,-0.6431,0.3469,9713705,30025251,2.16E+11,8652000000.00 
2002/12/26,'600028,中国石化,3.11,3.16,3.1,3.16,3.16,-0.05,-1.5823,0.4161,11651000,36442851,2.17E+11,8708000000.00 
2002/12/25,'600028,中国石化,3.16,3.19,3.15,3.18,3.18,-0.02,-0.6289,0.233,6525110,20671503,2.21E+11,8848000000.00 
2002/12/24,'600028,中国石化,3.18,3.2,3.15,3.19,3.2,-0.02,-0.625,0.2415,6762357,21463118,2.22E+11,8904000000.00 
2002/12/23,'600028,中国石化,3.2,3.22,3.18,3.2,3.18,0.02,0.6289,0.2872,8040916,25747879,2.24E+11,8960000000.00 
2002/12/20,'600028,中国石化,3.18,3.2,3.16,3.18,3.18,0,0,0.1859,5204226,16543337,2.22E+11,8904000000.00 
2002/12/19,'600028,中国石化,3.18,3.19,3.15,3.18,3.18,0,0,0.1215,3402869,10765219,2.22E+11,8904000000.00 
2002/12/18,'600028,中国石化,3.18,3.22,3.16,3.18,3.17,0.01,0.3155,0.2361,6609720,21095260,2.22E+11,8904000000.00 
2002/12/17,'600028,中国石化,3.17,3.19,3.15,3.18,3.17,0,0,0.1385,3878922,12286569,2.22E+11,8876000000.00 
2002/12/16,'600028,中国石化,3.17,3.18,3.13,3.16,3.16,0.01,0.3165,0.252,7055444,22260309,2.22E+11,8876000000.00 
2002/12/13,'600028,中国石化,3.16,3.18,3.11,3.14,3.15,0.01,0.3175,0.2198,6154488,19276143,2.21E+11,8848000000.00 
2002/12/12,'600028,中国石化,3.15,3.19,3.14,3.16,3.16,-0.01,-0.3165,0.161,4508900,14228952,2.20E+11,8820000000.00 
2002/12/11,'600028,中国石化,3.16,3.17,3.13,3.16,3.16,0,0,0.168,4705012,14821817,2.21E+11,8848000000.00 
2002/12/10,'600028,中国石化,3.16,3.2,3.16,3.19,3.18,-0.02,-0.6289,0.1269,3552223,11275474,2.21E+11,8848000000.00 
2002/12/9,'600028,中国石化,3.18,3.2,3.16,3.2,3.2,-0.02,-0.625,0.0912,2554910,8109956,2.22E+11,8904000000.00 
2002/12/6,'600028,中国石化,3.2,3.21,3.18,3.2,3.2,0,0,0.0783,2191961,6996926,2.24E+11,8960000000.00 
2002/12/5,'600028,中国石化,3.2,3.22,3.18,3.2,3.2,0,0,0.1027,2875100,9183754,2.24E+11,8960000000.00 
2002/12/4,'600028,中国石化,3.2,3.25,3.19,3.21,3.2,0,0,0.1324,3706714,11922783,2.24E+11,8960000000.00 
2002/12/3,'600028,中国石化,3.2,3.23,3.19,3.19,3.2,0,0,0.09,2521277,8086114,2.24E+11,8960000000.00 
2002/12/2,'600028,中国石化,3.2,3.29,3.2,3.23,3.25,-0.05,-1.5385,0.2263,6335399,20508017,2.24E+11,8960000000.00 
2002/11/29,'600028,中国石化,3.25,3.28,3.21,3.26,3.25,0,0,0.4505,12613411,40994274,2.27E+11,9100000000.00 
2002/11/28,'600028,中国石化,3.25,3.25,3.17,3.19,3.19,0.06,1.8809,0.3579,10021319,32196223,2.27E+11,9100000000.00 
2002/11/27,'600028,中国石化,3.19,3.2,3.13,3.15,3.16,0.03,0.9494,0.335,9380336,29724483,2.23E+11,8932000000.00 
2002/11/26,'600028,中国石化,3.16,3.22,3.15,3.18,3.18,-0.02,-0.6289,0.2814,7880400,25126531,2.21E+11,8848000000.00 
2002/11/25,'600028,中国石化,3.18,3.19,3.14,3.17,3.17,0.01,0.3155,0.1111,3111343,9863121,2.22E+11,8904000000.00 
2002/11/22,'600028,中国石化,3.17,3.21,3.14,3.17,3.17,0,0,0.4604,12890733,40894544,2.22E+11,8876000000.00 
2002/11/21,'600028,中国石化,3.17,3.23,3.16,3.23,3.24,-0.07,-2.1605,0.5045,14126557,45052004,2.22E+11,8876000000.00 
2002/11/20,'600028,中国石化,3.24,3.28,3.23,3.27,3.28,-0.04,-1.2195,0.2215,6200976,20129922,2.27E+11,9072000000.00 
2002/11/19,'600028,中国石化,3.28,3.29,3.25,3.28,3.29,-0.01,-0.304,0.1445,4046036,13230302,2.29E+11,9184000000.00 
2002/11/18,'600028,中国石化,3.29,3.33,3.27,3.3,3.3,-0.01,-0.303,0.1532,4290012,14113454,2.30E+11,9212000000.00 
2002/11/15,'600028,中国石化,3.3,3.36,3.27,3.3,3.32,-0.02,-0.6024,0.2648,7413420,24563617,2.31E+11,9240000000.00 
2002/11/14,'600028,中国石化,3.32,3.39,3.32,3.38,3.39,-0.07,-2.0649,0.1759,4923800,16471597,2.32E+11,9296000000.00 
2002/11/13,'600028,中国石化,3.39,3.4,3.31,3.35,3.36,0.03,0.8929,0.4987,13962649,46818971,2.37E+11,9492000000.00 
2002/11/12,'600028,中国石化,3.36,3.44,3.34,3.35,3.34,0.02,0.5988,0.9045,25324658,85874044,2.35E+11,9408000000.00 
2002/11/11,'600028,中国石化,3.34,3.38,3.33,3.36,3.39,-0.05,-1.4749,0.2388,6686220,22433363,2.34E+11,9352000000.00 
2002/11/8,'600028,中国石化,3.39,3.45,3.33,3.43,3.4,-0.01,-0.2941,1.2726,35632139,120299389,2.37E+11,9492000000.00 
2002/11/7,'600028,中国石化,3.4,3.43,3.35,3.38,3.36,0.04,1.1905,0.6372,17841788,60450819,2.38E+11,9520000000.00 
2002/11/6,'600028,中国石化,3.36,3.39,3.35,3.39,3.39,-0.03,-0.885,0.2818,7891794,26564160,2.35E+11,9408000000.00 
2002/11/5,'600028,中国石化,3.39,3.42,3.32,3.33,3.33,0.06,1.8018,0.6579,18421478,62151734,2.37E+11,9492000000.00 
2002/11/4,'600028,中国石化,3.33,3.34,3.3,3.33,3.31,0.02,0.6042,0.1757,4919393,16337990,2.33E+11,9324000000.00 
2002/11/1,'600028,中国石化,3.31,3.31,3.26,3.27,3.27,0.04,1.2232,0.2245,6286678,20720098,2.31E+11,9268000000.00 
2002/10/31,'600028,中国石化,3.27,3.33,3.27,3.29,3.29,-0.02,-0.6079,0.1994,5583411,18424483,2.29E+11,9156000000.00 
2002/10/30,'600028,中国石化,3.29,3.31,3.21,3.25,3.24,0.05,1.5432,0.2209,6185851,20198494,2.30E+11,9212000000.00 
2002/10/29,'600028,中国石化,3.24,3.27,3.19,3.24,3.25,-0.01,-0.3077,0.272,7617176,24525971,2.27E+11,9072000000.00 
2002/10/28,'600028,中国石化,3.25,3.29,3.23,3.27,3.28,-0.03,-0.9146,0.2142,5998697,19509841,2.27E+11,9100000000.00 
2002/10/25,'600028,中国石化,3.28,3.35,3.27,3.3,3.3,-0.02,-0.6061,0.3683,10313500,34087918,2.29E+11,9184000000.00 
2002/10/24,'600028,中国石化,3.3,3.34,3.3,3.33,3.33,-0.03,-0.9009,0.1453,4068563,13461065,2.31E+11,9240000000.00 
2002/10/23,'600028,中国石化,3.33,3.35,3.3,3.35,3.32,0.01,0.3012,0.2878,8058077,26757738,2.33E+11,9324000000.00 
2002/10/22,'600028,中国石化,3.32,3.33,3.24,3.26,3.26,0.06,1.8405,0.5468,15311625,50502419,2.32E+11,9296000000.00 
2002/10/21,'600028,中国石化,3.26,3.26,3.21,3.23,3.23,0.03,0.9288,0.1809,5065449,16380350,2.28E+11,9128000000.00 
2002/10/18,'600028,中国石化,3.23,3.24,3.19,3.2,3.2,0.03,0.9375,0.361,10108265,32455930,2.26E+11,9044000000.00 
2002/10/17,'600028,中国石化,3.2,3.28,3.19,3.27,3.27,-0.07,-2.1407,0.4218,11810595,38106014,2.24E+11,8960000000.00 
2002/10/16,'600028,中国石化,3.27,3.31,3.25,3.26,3.26,0.01,0.3067,0.3144,8802042,28876730,2.29E+11,9156000000.00 
2002/10/15,'600028,中国石化,3.26,3.3,3.26,3.29,3.28,-0.02,-0.6098,0.327,9155000,29996707,2.28E+11,9128000000.00 
2002/10/14,'600028,中国石化,3.28,3.29,3.22,3.25,3.25,0.03,0.9231,0.3105,8694089,28358395,2.29E+11,9184000000.00 
2002/10/11,'600028,中国石化,3.25,3.28,3.23,3.25,3.23,0.02,0.6192,0.2964,8298299,27007007,2.27E+11,9100000000.00 
2002/10/10,'600028,中国石化,3.23,3.27,3.2,3.2,3.21,0.02,0.6231,0.4671,13079189,42315693,2.26E+11,9044000000.00 
2002/10/9,'600028,中国石化,3.21,3.4,3.2,3.4,3.4,-0.19,-5.5882,0.9036,25301358,83226096,2.24E+11,8988000000.00 
2002/10/8,'600028,中国石化,3.4,3.43,3.38,3.43,3.44,-0.04,-1.1628,0.3022,8460606,28823341,2.38E+11,9520000000.00 
2002/9/27,'600028,中国石化,3.44,3.47,3.43,3.43,3.44,0,0,0.2526,7073515,24364509,2.41E+11,9632000000.00 
2002/9/26,'600028,中国石化,3.44,3.48,3.43,3.47,3.47,-0.03,-0.8646,0.2877,8055500,27824439,2.41E+11,9632000000.00 
2002/9/25,'600028,中国石化,3.47,3.48,3.43,3.45,3.45,0.02,0.5797,0.2532,7089121,24506275,2.43E+11,9716000000.00 
2002/9/24,'600028,中国石化,3.45,3.49,3.42,3.46,3.46,-0.01,-0.289,0.572,16015831,55229481,2.41E+11,9660000000.00 
2002/9/23,'600028,XD中国石,3.46,3.46,3.43,3.46,3.46,0,0,0.2345,6564800,22609583,2.42E+11,9688000000.00 
2002/9/20,'600028,中国石化,3.48,3.52,3.46,3.52,3.52,-0.04,-1.1364,0.2684,7514849,26217183,2.43E+11,9744000000.00 
2002/9/19,'600028,中国石化,3.52,3.54,3.42,3.48,3.48,0.04,1.1494,0.8856,24797954,86132809,2.46E+11,9856000000.00 
2002/9/18,'600028,中国石化,3.48,3.52,3.48,3.51,3.53,-0.05,-1.4164,0.4739,13269781,46383380,2.43E+11,9744000000.00 
2002/9/17,'600028,中国石化,3.53,3.57,3.5,3.55,3.56,-0.03,-0.8427,0.8528,23877076,83916812,2.47E+11,9884000000.00 
2002/9/16,'600028,中国石化,3.56,3.61,3.49,3.6,3.61,-0.05,-1.385,0.5947,16651080,58868067,2.49E+11,9968000000.00 
2002/9/13,'600028,中国石化,3.61,3.61,3.58,3.6,3.59,0.02,0.5571,0.2047,5731522,20602559,2.52E+11,10108000000.00 
2002/9/12,'600028,中国石化,3.59,3.63,3.58,3.61,3.62,-0.03,-0.8287,0.275,7701373,27782224,2.51E+11,10052000000.00 
2002/9/11,'600028,中国石化,3.62,3.63,3.57,3.63,3.63,-0.01,-0.2755,0.3282,9189404,32947915,2.53E+11,10136000000.00 
2002/9/10,'600028,中国石化,3.63,3.65,3.59,3.61,3.61,0.02,0.554,0.5478,15339256,55626357,2.54E+11,10164000000.00 
2002/9/9,'600028,中国石化,3.61,3.62,3.57,3.58,3.58,0.03,0.838,0.4169,11672483,41910403,2.52E+11,10108000000.00 
2002/9/6,'600028,中国石化,3.58,3.63,3.56,3.6,3.61,-0.03,-0.831,0.8354,23392076,83850216,2.50E+11,10024000000.00 
2002/9/5,'600028,中国石化,3.61,3.67,3.6,3.66,3.66,-0.05,-1.3661,0.6036,16900933,61224557,2.52E+11,10108000000.00 
2002/9/4,'600028,中国石化,3.66,3.7,3.66,3.68,3.68,-0.02,-0.5435,0.284,7951140,29178386,2.56E+11,10248000000.00 
2002/9/3,'600028,中国石化,3.68,3.73,3.67,3.68,3.68,0,0,0.2342,6556589,24242071,2.57E+11,10304000000.00 
2002/9/2,'600028,中国石化,3.68,3.68,3.66,3.67,3.67,0.01,0.2725,0.2849,7978582,29258344,2.57E+11,10304000000.00 
2002/8/30,'600028,中国石化,3.67,3.69,3.67,3.67,3.67,0,0,0.2032,5689945,20902268,2.57E+11,10276000000.00 
2002/8/29,'600028,中国石化,3.67,3.71,3.66,3.68,3.68,-0.01,-0.2717,0.418,11704490,43066429,2.57E+11,10276000000.00 
2002/8/28,'600028,中国石化,3.68,3.71,3.67,3.69,3.69,-0.01,-0.271,0.3238,9065216,33451016,2.57E+11,10304000000.00 
2002/8/27,'600028,中国石化,3.69,3.7,3.66,3.68,3.68,0.01,0.2717,0.5419,15173538,55847135,2.58E+11,10332000000.00 
2002/8/26,'600028,中国石化,3.68,3.73,3.66,3.73,3.74,-0.06,-1.6043,0.9965,27900815,102697503,2.57E+11,10304000000.00 
2002/8/23,'600028,中国石化,3.74,3.76,3.7,3.74,3.74,0,0,0.8974,25128267,93714758,2.62E+11,10472000000.00 
2002/8/22,'600028,中国石化,3.74,3.81,3.71,3.74,3.74,0,0,1.7381,48665460,182765859,2.62E+11,10472000000.00 
2002/8/21,'600028,中国石化,3.74,3.8,3.69,3.71,3.71,0.03,0.8086,2.7062,75773252,284915938,2.62E+11,10472000000.00 
2002/8/20,'600028,中国石化,3.71,3.72,3.6,3.6,3.6,0.11,3.0556,3.0997,86790588,319871798,2.59E+11,10388000000.00 
2002/8/19,'600028,中国石化,3.6,3.65,3.58,3.65,3.6,0,0,0.3288,9205200,33181852,2.52E+11,10080000000.00 
2002/8/16,'600028,中国石化,3.6,3.67,3.51,3.52,3.53,0.07,1.983,1.2385,34679101,125194387,2.52E+11,10080000000.00 
2002/8/15,'600028,中国石化,3.53,3.57,3.52,3.56,3.57,-0.04,-1.1204,0.186,5208579,18405374,2.47E+11,9884000000.00 
2002/8/14,'600028,中国石化,3.57,3.57,3.54,3.56,3.56,0.01,0.2809,0.118,3304636,11749197,2.50E+11,9996000000.00 
2002/8/13,'600028,中国石化,3.56,3.56,3.52,3.54,3.54,0.02,0.565,0.1575,4409088,15644060,2.49E+11,9968000000.00 
2002/8/12,'600028,中国石化,3.54,3.56,3.5,3.53,3.54,0,0,0.2838,7946006,28088540,2.48E+11,9912000000.00 
2002/8/9,'600028,中国石化,3.54,3.57,3.5,3.57,3.57,-0.03,-0.8403,0.5406,15136059,53452938,2.48E+11,9912000000.00 
2002/8/8,'600028,中国石化,3.57,3.62,3.56,3.59,3.59,-0.02,-0.5571,0.3883,10871014,38968875,2.50E+11,9996000000.00 
2002/8/7,'600028,中国石化,3.59,3.61,3.58,3.61,3.62,-0.03,-0.8287,0.2597,7271620,26146872,2.51E+11,10052000000.00 
2002/8/6,'600028,中国石化,3.62,3.64,3.53,3.54,3.54,0.08,2.2599,1.0773,30163584,108828881,2.53E+11,10136000000.00 
2002/8/5,'600028,中国石化,3.54,3.57,3.54,3.55,3.57,-0.03,-0.8403,0.261,7308608,25934852,2.48E+11,9912000000.00 
2002/8/2,'600028,中国石化,3.57,3.6,3.51,3.52,3.52,0.05,1.4205,0.7023,19664440,70109377,2.50E+11,9996000000.00 
2002/8/1,'600028,中国石化,3.52,3.57,3.45,3.47,3.47,0.05,1.4409,0.9086,25440957,89537288,2.46E+11,9856000000.00 
2002/7/31,'600028,中国石化,3.47,3.51,3.46,3.5,3.5,-0.03,-0.8571,0.2523,7064770,24639447,2.43E+11,9716000000.00 
2002/7/30,'600028,中国石化,3.5,3.51,3.48,3.51,3.5,0,0,0.3787,10603017,37056553,2.45E+11,9800000000.00 
2002/7/29,'600028,中国石化,3.5,3.5,3.46,3.46,3.48,0.02,0.5747,0.3749,10498579,36542866,2.45E+11,9800000000.00 
2002/7/26,'600028,中国石化,3.48,3.54,3.46,3.52,3.52,-0.04,-1.1364,0.6037,16904173,59131861,2.43E+11,9744000000.00 
2002/7/25,'600028,中国石化,3.52,3.58,3.51,3.56,3.54,-0.02,-0.565,0.4213,11795457,41659619,2.46E+11,9856000000.00 
2002/7/24,'600028,中国石化,3.54,3.58,3.52,3.54,3.54,0,0,0.3554,9952498,35262631,2.48E+11,9912000000.00 
2002/7/23,'600028,中国石化,3.54,3.58,3.52,3.55,3.56,-0.02,-0.5618,0.5387,15083220,53543703,2.48E+11,9912000000.00 
2002/7/22,'600028,XD中国石,3.56,3.67,3.55,3.67,3.63,-0.07,-1.9284,0.6554,18352095,65995742,2.49E+11,9968000000.00 
2002/7/19,'600028,中国石化,3.71,3.71,3.68,3.7,3.69,0.02,0.542,0.4748,13295607,49172882,2.59E+11,10388000000.00 
2002/7/18,'600028,中国石化,3.69,3.72,3.66,3.68,3.68,0.01,0.2717,0.5724,16025847,59217222,2.58E+11,10332000000.00 
2002/7/17,'600028,中国石化,3.68,3.69,3.63,3.68,3.68,0,0,0.4771,13357511,48848125,2.57E+11,10304000000.00 
2002/7/16,'600028,中国石化,3.68,3.71,3.65,3.65,3.65,0.03,0.8219,0.4138,11585321,42656969,2.57E+11,10304000000.00 
2002/7/15,'600028,中国石化,3.65,3.69,3.64,3.66,3.67,-0.02,-0.545,0.5977,16736329,61319608,2.55E+11,10220000000.00 
2002/7/12,'600028,中国石化,3.67,3.72,3.66,3.68,3.68,-0.01,-0.2717,0.6369,17833073,65733438,2.57E+11,10276000000.00 
2002/7/11,'600028,中国石化,3.68,3.77,3.67,3.75,3.77,-0.09,-2.3873,1.5277,42775606,158764249,2.57E+11,10304000000.00 
2002/7/10,'600028,中国石化,3.77,3.86,3.74,3.83,3.84,-0.07,-1.8229,1.6262,45533291,172716145,2.64E+11,10556000000.00 
2002/7/9,'600028,中国石化,3.84,3.87,3.78,3.8,3.8,0.04,1.0526,0.9043,25319727,96882986,2.69E+11,10752000000.00 
2002/7/8,'600028,中国石化,3.8,3.87,3.76,3.79,3.79,0.01,0.2639,0.9165,25662741,97948413,2.66E+11,10640000000.00 
2002/7/5,'600028,中国石化,3.79,3.81,3.74,3.78,3.78,0.01,0.2646,0.9255,25913532,97664506,2.65E+11,10612000000.00 
2002/7/4,'600028,中国石化,3.78,3.88,3.77,3.85,3.85,-0.07,-1.8182,1.3431,37605999,143490795,2.64E+11,10584000000.00 
